date	SBER	SBERP	GAZP	LKOH	MGNT	SNGS	SNGSP	GMKN	ROSN	VTBR	TATNP	TRNFP	MTSS	ALRS	MOEX	CHMF	POLY	BANE	BANEP	AFKS	RTKMP	NLMK	HYDR	PHOR	MFON	PIKK	URKA	FEES	AFLT	MAGN	RUAL	UPRO	LSRG	MVID	LNTA	AGRO	DIXY	RSTI	NKNC	CBOM	VSMO	GCHE	MICEX	MIACR	USDCB	USDTOD
21.08.2013	90,63	71,67	132,2	1907,9	7743	25,665	21,82	4318	229,1	0,04575	103,03	76012	300,8	33,132	56,28	273,2	409,88	1926	1175,8	30,4	76	50,9	0,5671	931,2	1093,6	68,27	157,41	0,11343	52,86	8,168		2,592	611,4	244,46			463	1,128	24,25		5700	530	1379,02	6,09	33,0006	28,5699
22.08.2013	92,08	72,5	134,11	1944,9	7839,7	26	22,019	4425	234,39	0,0461	104,95	77645	298,7	33,295	57,09	281	414,16	1940	1190	30,89	77,4	52,66	0,5785	915,5	1091,3	69,15	161,85	0,1165	53,85	8,376		2,6153	621	252,46			467	1,154	24,6		5742,7	530	1396,53	6,05	32,9737	28,5699
23.08.2013	91,91	72,4	133,1	1946	7898,8	25,959	22,117	4427	234,99	0,04563	104,48	76949	296,77	33,601	57,3	280,6	413,87	1920,1	1187	30,891	77,22	52,72	0,5696	926	1094	68,44	163,18	0,11461	54	8,461		2,6	612	251			458	1,142	24,601		5724	538,6	1395,1	6,06	33,1908	28,5699
26.08.2013	91,29	72,2	132,61	1945,5	7808,5	25,799	21,943	4413	235,2	0,0457	103,4	77107	299,99	33,312	57,28	279	415,16	1899	1208	30,53	76,79	52,54	0,5652	917	1117,1	67,6	157,7	0,11409	53,6	8,38		2,6	598,5	249,6			452,3	1,131	24,501		5753,6	525	1386,63	6,24	33,1908	28,5699
27.08.2013	90,06	70,55	131,76	1948,4	7450,6	25,714	21,842	4383	234,27	0,04533	102,95	77180	292,46	33,3	58,44	275,3	382,45	1914,8	1220	30,538	75,49	51,8	0,56	913	1112,9	66,27	158,87	0,11068	52,61	8,341		2,6	587,4	249,36			446,88	1,084	24,337		5759	525	1372,02	6,35	32,9564	28,5699
28.08.2013	89,39	69,56	132,29	1959,1	7260	25,92	22,335	4331	238,88	0,04527	104	77376	289,79	33,25	58,9	270,4	363,5	1920	1217,4	30,262	74,2	51,57	0,5568	914,3	1144,7	65,3	157,89	0,10958	52,17	8,201		2,5447	585,1	251,07			434	1,057	24,45		5799,7	534,6	1369,98	6,35	33,1224	28,5699
29.08.2013	89,82	69,84	131,7	1950	7418	25,99	22,23	4330	243,11	0,04524	103,44	76900	287,99	33,431	60,48	275,6	384,11	1920	1220,9	30,261	73,64	51,81	0,5506	919,9	1110	65,61	157,82	0,10989	50,51	8,137		2,5499	577	260,51			434,5	1,055	24,215		5776,2	520	1372,71	6,36	33,1798	28,5699
30.08.2013	88,23	70	131,9	1924,5	7435	26,072	22,5	4370	246,33	0,0445	103,91	76501	287,98	33,05	61	275,9	392,5	1906	1209,7	30,288	72,21	53,48	0,5405	920	1120	65,99	158,5	0,10597	48,82	8,029		2,4824	570	267			434	1,015	23,949		5701,6	526,9	1364,54	6,24	33,1783	28,5699
02.09.2013	89,48	70	131,45	1945,1	7566,7	26,365	22,267	4409	244,22	0,04455	104,24	76900	283,01	33	61,05	277,3	389,95	1906	1203	30,19	71,97	53,18	0,5488	929,9	1130,9	64,07	156,5	0,10488	48,5	8,008		2,4824	572,5	274,47			425	1,003	23,89		5700,7	521,2	1368,52	6,11	33,1783	28,5699
03.09.2013	90,45	70,4	131,5	1942,5	7500	26,598	22,275	4416	245,39	0,0448	105,3	77874	286	33,198	61,65	276,7	381,9	1920	1205,7	29,919	72,51	52,79	0,5516	928	1120	63,42	159,7	0,1059	47,71	8,019		2,4824	565	281			432	1,017	23,9		5745	529,6	1371,99	6,04	33,2522	28,5699
04.09.2013	90,33	70,29	132,01	1929,9	7529,5	26,47	22,4	4424	249,02	0,04474	105,51	78696	282,96	33,327	61,91	278,9	392,8	1912	1210,6	30,55	73,25	53,23	0,5412	937,7	1125	62,69	162,04	0,10436	47,74	8,007		2,501	565	275,5			428	1,013	23,8		5755,9	532	1373,62	6,02	33,3693	28,5699
05.09.2013	92,78	71,39	140	1993	7735	27,261	22,749	4555	259,75	0,04549	107,99	82800	295	33,34	62,84	287,7	391,4	1920	1230	31,092	72,85	55,18	0,5452	946,8	1160	63,44	165,7	0,10639	49,38	8,245		2,519	580,3	274,19			433,13	1,045	23,75		5780,1	540,9	1421,5	6,04	33,4656	28,5699
06.09.2013	92,47	70,81	141,97	2000,2	7671,8	27,394	22,612	4650	263,98	0,04417	107,8	80602	297,1	33,061	64,87	288,8	398	1914	1223,6	31	72,99	53,93	0,5432	944,9	1167	62,51	162,8	0,10399	49,47	8,208		2,5306	580	268			413,04	1,013	23,52		5779,8	520	1421,45	6,15	33,3901	28,5699
09.09.2013	94,81	73,51	147,4	2020	7709,1	27,67	22,84	4720	263	0,04435	109,5	81800	300,55	33,299	64,91	293	399,93	1939,8	1223	31,767	73,04	55,19	0,5455	932	1165	63,16	176,95	0,104	50,1	8,32		2,5306	582	263,63			410,98	1,012	23,87		5850	515	1451,61	6,17	33,3901	28,5699
10.09.2013	96,55	75,68	146,37	2002	7764,2	27,041	22,301	4723	258,01	0,04451	109	82978	299,04	33,01	65,85	299	393,57	1930	1223,1	31,944	73,39	57,1	0,551	951	1146,8	63,84	186,98	0,1063	50,77	8,431		2,5306	571,7	270,6			400,99	1,031	24,05		5850	520	1453,31	6,16	33,3243	28,5699
11.09.2013	95,5	74,88	146,5	2023,1	7840	27,099	22,56	4600	255,75	0,04451	108,89	82700	298,53	32,896	65,59	292,2	387,5	1905,2	1220	31,681	73,4	56,01	0,5651	938,5	1140	63,01	186,7	0,10921	51,51	8,365		2,56	572	269,41			405	1,074	24,05		5885,2	529	1454,12	6,13	33,06	28,5699
12.09.2013	95,53	74,71	144,84	2008,8	8090	27,049	22,635	4670	258,47	0,04422	109,14	81650	298,4	32,999	65,45	291,1	383,4	1910	1220,2	32,339	72,49	55,49	0,555	935,3	1142,1	63,71	181	0,1058	51,1	8,405		2,5601	565,6	278			423,5	1,036	24,3		5850,1	528,5	1451,37	6,19	32,9629	28,5699
13.09.2013	95,82	74,44	142,35	2006,6	8055	26,99	22,779	4624	258,12	0,04378	109	82000	299,98	32,678	64,82	291,8	363	1915	1223,1	31,6	72,03	54,83	0,5374	949	1125,5	63,97	177,8	0,10383	51,24	8,235		2,565	543	277,99			420,02	1,019	24,3		5858,5	501	1440,93	6,16	32,6731	28,5699
16.09.2013	98,97	76,94	145,52	2029	8171,2	27,6	22,95	4702	263,49	0,0438	109,09	80896	308,2	33,25	66,99	298,3	344,5	1908,1	1240	32,19	71,97	56,19	0,5463	976,9	1126	64,55	188,88	0,10438	52,87	8,374		2,565	573	280			429,98	1,026	24,745		6099,8	500,1	1471,99	6,19	32,6731	28,5699
17.09.2013	99,6	77,32	146,05	2029,9	8113,1	27,848	23,12	4735	265,39	0,04406	109	81400	307,95	33,748	66,26	298,5	340	1910	1235,9	31,999	72,05	56,03	0,5588	962	1147,5	64,09	183,46	0,10455	53,9	8,386		2,565	567	278,07			429,98	1,029	24,7		5938,5	495	1470,11	6,27	32,2907	28,5699
18.09.2013	99,79	76,37	144,09	2017,5	8083,2	27,35	23,016	4755	262,81	0,04377	108,51	82010	308,36	35,1	65,7	295,7	344,18	1910	1220	31,42	71,67	55,69	0,5563	955	1185	63,68	182,35	0,10425	53,52	8,392		2,5413	559	272,4			426,01	1,024	24,9		5864,6	490	1475,11	6,23	32,3237	28,5699
19.09.2013	102,33	78	148,13	2036,7	8230	27,845	23,293	4842	265,98	0,04376	111,01	83029	313,5	35,099	65,55	304,7	374,4	1910	1227	32,447	71,95	56,42	0,5676	957,9	1178	63,02	179,9	0,10485	54,33	8,383		2,607	587	277,91			425	1,026	25		5977,7	485	1485,15	6,32	32,245	28,5699
20.09.2013	102,36	77,79	147,71	2025	8080	27,515	23,26	4834	262,8	0,04361	111,4	82100	311,8	34,51	63,25	299,6	348,16	1891,4	1225	32,696	71,47	56,38	0,5628	965	1148,3	63,17	177,62	0,10572	54,97	8,324		2,58	568,8	280,66			427	1,025	25,003		5977,6	490,2	1477,85	6,37	31,5892	28,5699
23.09.2013	101,82	76,8	145,99	2042,1	8030	27,541	23,26	4774	262,45	0,04362	110,4	82250	307,13	35,115	62,41	293,3	339,58	1900	1235,9	32,496	70,49	55,57	0,5596	944,8	1150,1	62,52	174,01	0,10367	54,96	8,235		2,58	560,1	280,67			430	1,019	24,75		5924,5	499,8	1467,95	6,4	31,5892	28,5699
24.09.2013	100,5	76,71	144,6	2043	8049	27,6	23,2	4820	259,67	0,04348	110,1	82500	311	34,9	63,2	290	347,81	1890	1247,7	32,899	70,35	55,74	0,562	957,5	1166,3	62,2	171	0,10335	54,78	8,264		2,58	563	279,95			433,01	1,016	24,75		5888,9	523	1465,78	6,45	31,9106	28,5699
25.09.2013	101,95	77,9	145,8	2079	8091	28,42	23,35	4832	262,05	0,04359	110,5	83480	316,32	35,488	60,35	293,1	344,95	1882	1265	33,75	71,16	55,88	0,566	955,2	1168	63,3	174,71	0,1041	55,4	8,336		2,535	558,1	279,5			433,5	1,015	24,807		5751,1	500,3	1478,04	6,47	31,8167	28,5699
26.09.2013	101,67	77,9	145,9	2082	8258	28,557	23,337	4849	263,68	0,04336	111,47	83500	319,5	35,5	60,26	295	354,3	1886,6	1270	33,89	71,5	55,68	0,5664	976,3	1156,4	64,27	176,87	0,10416	54,27	8,281		2,525	569,5	279,97			440	1,018	24,807		5869,9	501,1	1483,7	6,44	31,9343	28,5699
27.09.2013	98,59	75,7	145,07	2083	8180	28,56	23,216	4744	265,3	0,04309	111,25	84455	321,05	36,8	60,64	286,2	350,99	1875	1268	33,95	71,31	54,04	0,55	976,7	1149,2	64,41	171,51	0,10259	54,64	8,017		2,515	568,9	275,55			434	1,006	25,3		5675	513,9	1472,49	6,45	32,1736	28,5699
30.09.2013	97,86	74,7	144,15	2054,9	8213	28,429	23,397	4688	263,71	0,04267	110,64	84950	323	36	62,05	282,9	344	1899,4	1258,7	34,18	70,98	52,14	0,5397	969,3	1146,2	63,73	169,86	0,09883	54,44	7,928		2,515	564	267			436,21	0,95	25,026		5855	500	1463,13	6,48	32,1736	28,5699
01.10.2013	99,16	76,3	145,71	2046,1	8269,9	28,29	23,517	4765	263,5	0,04321	110,79	84625	327,96	36,255	64,77	283,4	343,5	1910	1279,9	34,157	71,1	52,84	0,5373	988,9	1157,8	64,15	170	0,09953	55,35	7,935		2,515	568	270			441,69	0,957	25,05		5847,3	497	1472,25	6,34	32,4839	28,5699
02.10.2013	97,74	75,33	143,35	2029,3	8197,3	27,865	23,315	4750	260,25	0,04263	110,27	83500	324	38,502	64,85	280,2	331	1880	1260	34,202	70,66	52,65	0,5338	966	1131,1	63,5	167,57	0,09938	54,56	7,946		2,4677	558,1	272,38			443	0,959	25		5802	499,8	1456,97	6,05	32,2965	28,5699
03.10.2013	98,24	75,65	142,26	2037,9	8152	28,079	23,45	4752	260,05	0,04204	112,51	83748	324,24	39	65,31	276,3	323,5	1877,5	1280	34,77	70,58	51,67	0,5405	964	1175,8	63	169,96	0,09934	55,25	7,94		2,48	551,3	275,95			437,5	0,961	25,1		5800	477	1456,49	5,93	32,2979	28,5699
04.10.2013	100,39	76,44	144,85	2055	8400,1	28,099	23,57	4774	262,19	0,04229	113	83880	327,92	38,7	65,86	281,1	326	1900	1314,5	35,466	71	52,19	0,5328	977,6	1195,9	64	169,35	0,097	55,2	7,958		2,4299	553,3	275			448,95	0,943	25,1		5834,2	490,2	1472,96	5,41	32,125	28,5699
07.10.2013	100,3	75,95	147	2062,5	8639,9	28,058	23,5	4760	262,09	0,04202	113,26	83786	330,06	37,652	64,9	280,2	317,95	1887,6	1303,8	35,734	71,1	52,65	0,5357	967,1	1180	63,61	169,42	0,09625	55,2	7,949		2,4299	548,1	270,45			442	0,928	25		5800,2	499	1480,63	5,14	32,125	28,5699
08.10.2013	102,11	77,73	151,97	2112	8720	28,64	23,6	4816	264	0,04231	114	85500	329,97	37,777	65,97	283,8	320	1904	1318	35,281	71,84	53,6	0,5419	983,6	1227,5	63,8	170,1	0,0973	55,14	8,097		2,4299	553	273,46			441	0,923	25		5800,1	504,9	1501,54	4,99	32,2931	28,5699
09.10.2013	101,48	77,6	151,29	2111,6	8698,6	28,695	23,745	4827	262,98	0,04223	114,3	85554	328,9	37	66,8	282,5	318	1904	1329,8	35,335	71,85	53,9	0,5449	998,5	1219,9	64,3	169,58	0,0955	55	8,016		2,4349	564,3	272,75			443,98	0,881	25		5804,5	505	1501,06	5,74	32,2984	28,5699
10.10.2013	103,43	78,8	153,11	2120	8666,2	29,119	24,248	4826	265	0,04275	114,5	86800	333,73	36,88	67,2	287	316,16	1899,9	1349	35,3	72,33	54,19	0,5579	1023	1203,9	63,35	167,73	0,09576	55,17	8,091		2,533	569,7	275			444,98	0,869	25,06		5899	500,2	1518,76	5,99	32,3619	28,5699
11.10.2013	102,87	78,61	153,22	2119	8539,9	28,996	24,39	4840	265,09	0,04299	114,55	85450	336,21	34,75	67,5	286,5	301,99	1905	1350	35,5	72,14	54,06	0,552	1020	1189,9	63,2	167,93	0,09737	55,05	8,118		2,5596	567,9	277,26			437,85	0,88	25,01		5849,7	507,4	1511,6	6,05	32,3564	28,5699
14.10.2013	102,93	78,6	152,71	2107	8360	29	24,741	4865	265,02	0,0436	114,51	85200	336,8	34,823	67,74	285,8	309,09	1905	1358	35,5	72	54,47	0,5551	1038,3	1201,3	62,99	167,51	0,09757	55,29	8,062		2,5596	577,2	275,96			438,93	0,866	25,198		5800	500,5	1510,58	6,31	32,3564	28,5699
15.10.2013	104,55	79,88	156,3	2136	8452,1	29,674	24,97	4969	265,5	0,04383	119,25	86679	344,8	35	68,27	293,9	285	1903	1372	36,488	71,99	56,89	0,5579	1037,8	1210	63	169,6	0,0977	55,2	8,164		2,5596	599,3	277,99			442	0,839	25,197		5849,9	511,8	1530,17	6,23	32,2663	28,5699
16.10.2013	104,05	79,99	157,88	2125,1	8333	29,697	25,004	4907	261,02	0,04383	116,6	86460	351,5	34,999	68,07	298,9	274,94	1904	1369,8	36,4	72,08	56,48	0,5533	1033,9	1188	61,98	174,02	0,10031	55,29	8,325		2,6034	615	284			441	0,853	25,005		5920	519	1533,8	6,22	32,2676	28,5699
17.10.2013	103,33	79,4	154,99	2092,3	8323,3	29,088	24,279	4827	256,87	0,04325	115,51	85852	343	35,1	67,75	292,8	285	1898	1365	35,299	71,91	56,27	0,5435	1011,1	1172	62,04	172,99	0,09932	55,31	8,244		2,5946	606	279,12			440,69	0,861	25,005		5822	511	1513,33	6,17	32,2561	28,5699
18.10.2013	105,14	81,15	157,1	2122,1	8386	29,45	24,77	4852	260,96	0,04337	117,2	86450	348,5	35,244	68,1	293,5	308,52	1905,2	1385	35,601	71,9	56,85	0,563	1013,9	1183	62,5	173,76	0,09998	55,41	8,352		2,6003	625	280,5			437,82	0,858	25,3		5889,4	520,4	1538,14	6,1	32,0816	28,5699
21.10.2013	105,43	82,33	156,05	2117,6	8480,3	29,579	24,855	4852	259,59	0,04357	116,46	86600	341	35,003	68	291,2	307,8	1897,6	1399	35,5	72,06	56,84	0,5708	1006,1	1200	63	179,5	0,1028	55,5	8,35		2,6003	601	280,27			436,07	0,912	25,201		5883,2	500	1535,27	6,2	32,0816	28,5699
22.10.2013	105,4	82,67	154	2108	8547	29,411	24,515	4867	260,01	0,04334	117,21	86501	345,39	34,96	67,98	291,9	314	1899	1405	35,549	71,94	57,2	0,5621	1000	1210	63,5	174,9	0,10208	55,68	8,379		2,6003	603	282			434,62	0,905	25,2		5831,1	499	1526,4	6,25	31,9013	28,5699
23.10.2013	103,29	80,84	150,25	2087,5	8570	28,853	24,11	4939	254,46	0,04296	115,3	84700	338,5	34,85	66,99	286,3	309,01	1906	1400	35	71,94	55,99	0,5539	983	1189	63,21	173,79	0,0993	56,05	8,3		2,5608	595,8	282,44			429,5	0,881	25,2		5853	503,8	1506,1	6,21	31,9346	28,5699
24.10.2013	102,86	80,58	150,5	2071,1	8447,7	28,46	23,865	4950	251,5	0,04266	115,4	83699	339,21	34,9	65,89	283	309,47	1905	1418,3	35,418	72,15	55,49	0,5471	970,7	1204,5	63,14	172,73	0,09863	57,14	8,22		2,5086	592,6	283,3			421,78	0,868	25,25		5800	504,8	1501,94	6,16	31,7448	28,5699
25.10.2013	102,99	81,34	150,08	2094	8312,3	28,388	23,81	5060	252,2	0,04258	115,41	82311	336,39	34,95	66	281,9	312,92	1905	1414,6	35,072	73,04	54,83	0,5423	964,1	1196	62,47	173,85	0,09892	57,02	8,161		2,4921	592	282,35			418,12	0,857	25,1		5756		1505,39	6,31	31,6618	28,5699
28.10.2013	102,84	81,6	150,33	2097,9	8510,7	28,352	23,811	5103	253,84	0,04339	116,51	81787	337,8	35,25	65	282,5	315,2	1904,1	1419,6	35,11	72,51	55,11	0,5579	960,2	1203,8	63,45	175,46	0,09942	57,18	8,145		2,4921	601,7	282,9			417,96	0,861	25,15		5850	510	1511,51	6,39	31,6618	28,5699
29.10.2013	102,8	82,68	150,92	2107,2	8599	28,33	23,93	5040	253,61	0,04336	116,5	81600	341,54	36,153	63,65	285	317,24	1940	1490	36,058	72,42	55,04	0,5543	960	1203,9	63,11	175,29	0,09855	57,6	8,127		2,4921	600,9	283,9			419,92	0,865	25,201		5840,2	510	1517,79	6,39	31,8119	28,5699
30.10.2013	103,11	82,54	150,89	2089,9	8700	28,665	23,969	5025	250	0,0441	117,5	82000	339,97	37,4	62,9	283	317,2	1936,1	1471	36,1	72,6	56,06	0,5574	964,1	1201,3	63,34	173,8	0,09903	56,89	8,157		2,502	602,8	283,94			425	0,864	25,202		5965	496	1514,06	6,38	31,9445	28,5699
31.10.2013	102,74	82,98	150,4	2102,4	8651,1	28,189	23,851	4856	254	0,04435	118	82190	340	36,219	61,23	280,5	308,02	1935	1475	35,75	73,16	54,96	0,5636	970	1156,3	63,04	170,55	0,09832	57,4	7,925		2,49	585,3	273,99			424,78	0,864	25,35		5900	530	1509,62	6,38	31,9445	28,5699
01.11.2013	103,65	83,61	150,44	2112	8740	28,75	23,7	4920	251,98	0,0447	118,87	82999	338,4	35,951	61,4	281,5	293,8	1783,6	1283	36,8	75,6	55,18	0,5588	986,5	1178,8	63,93	170,95	0,09771	57,38	7,914		2,47	581,6	276,2			418	0,859	25,206		6200	532,2	1515,15	6,51	32,0758	28,5699
05.11.2013	102,47	82,09	148,68	2093,9	8715	28,87	24,194	4911	249,33	0,0443	118,57	83078	335,27	35,2	60,9	284,1	305,72	1778,4	1258,1	37,2	76,99	55,05	0,555	969,8	1163	63	172,85	0,0957	56,85	7,986		2,47	582,8	279,45			424	0,845	25,4		6500	542,7	1507,74	6,32	32,0758	28,5699
06.11.2013	102,59	83,22	147,26	2087,4	8678,9	28,801	24,17	4867	249	0,04459	118,31	83650	329,53	36	61,01	282,7	299,95	1791,8	1246,7	37,6	77,7	54,29	0,551	951,5	1164,5	62,52	170,82	0,09481	57,4	8		2,47	580	279,33			424	0,837	25,1		6705	528,3	1501,89	6,35	32,3509	28,5699
07.11.2013	103,55	83,55	150,32	2093	8752	28,764	23,945	4874	248,75	0,04483	118,8	83333	330,09	36,1	60,98	292,5	306,11	1798	1231	37,69	77,29	54,89	0,557	959,8	1175,6	62,8	167,85	0,09565	58,45	8,062		2,4832	585,3	281			430	0,837	25,101		6900	535	1507,77	6,3	32,4511	28,5699
08.11.2013	101,86	82,94	147,55	2064,1	8602,7	28,401	23,75	4845	245,92	0,04548	117,8	83498	328,69	36,1	61,45	286,1	294	1791	1227	37,138	76,49	53,26	0,5543	953,1	1141,4	62,55	168,75	0,09369	57,1	7,997		2,4301	550	279,97			428,89	0,81	25,11		7010	544,9	1489,32	5,76	32,3803	28,5699
11.11.2013	101,77	82,36	144,82	2059,6	8644,3	28,185	23,52	4882	244	0,0453	117,12	83399	326	36,14	62,49	284,8	295,35	1799	1229	37,637	75,4	53,19	0,5535	963,3	1140,4	62,6	168,6	0,09126	57,47	8,026		2,4301	546,5	280,98			421,22	0,792	25,244		6800,7	541,6	1481,29	5,8	32,3803	28,5699
12.11.2013	104,25	83,05	146,51	2079	8770	28,364	23,705	4870	247,54	0,04565	118,17	83941	326,09	35,712	64,8	286,6	282,71	1874,9	1248,9	37,95	77,01	53,25	0,5549	977	1168,9	62,6	169,37	0,0872	57,88	8,018		2,4301	560,1	280,65			418	0,781	25,201		7000	537,4	1500,41	5,9	32,6622	28,5699
13.11.2013	101,81	82,68	143,03	2048,5	8510	27,707	23,237	4780	244,35	0,0437	114,8	83700	318	34,753	64,51	268	286,58	1815	1218	37,554	78,99	50,25	0,549	960,1	1118,6	62,02	164	0,07709	57,83	7,553		2,426	550,5	278,38			404,99	0,692	25,539		7000	535	1467,23	5,99	32,8076	28,5699
14.11.2013	103,7	83,24	146,58	2078,2	8704,2	28,153	23,663	4801	245,76	0,04432	115,65	83818	320,03	35,484	64,77	278,1	287,35	1905	1271,9	38,299	78,9	50,66	0,5591	991,9	1128,3	62,24	166,91	0,08307	59,51	7,719		2,418	570,2	278,94			410,51	0,717	25,5		7469,9	531	1491,1	6,08	32,8184	28,5699
15.11.2013	103,69	83,09	147,14	2071	8724,9	28,13	23,815	4778	244,2	0,045	115,94	82410	326,35	35,361	64,92	280,4	296,55	1901,1	1253,9	38,749	78,5	50,89	0,5601	977,3	1112,5	62,05	175,28	0,08153	59,88	7,746		2,407	560	277,31			410	0,717	26,1		7157	538	1493,79	6,08	32,6874	28,5699
18.11.2013	105,5	83,89	149,64	2092	8830	28,36	24,145	4830	244,92	0,04542	117,31	82652	329,03	35,51	65,02	292,5	289,19	1899	1263,1	39,194	78,29	52,19	0,5611	988,1	1133,1	62,55	179,2	0,08177	59,81	7,822		2,407	557,9	280,5			414	0,723	25,75		7110	533,8	1511,73	6,15	32,6874	28,5699
19.11.2013	106,19	84,55	148,85	2087	8792,6	28,55	24,199	4873	244,9	0,0461	119,38	82739	329,5	35,75	65,39	299	298,75	1920	1308,9	39	77,58	52,25	0,56	996,1	1114,7	61,88	175,77	0,07981	58,68	7,893		2,407	560	279,5			429,9	0,71	25,75		7520	524,8	1511,19	6,15	32,5658	28,5699
20.11.2013	106	85,35	150,3	2084,1	8809,9	28,21	24,103	4875	244,9	0,04689	118,25	83750	321,5	35,648	65,35	308,8	290,62	1882,2	1304,4	39,05	76,94	54,24	0,5609	978,5	1076,1	61,7	169,1	0,0823	57,6	8,06		2,4246	556	283,5			425,99	0,722	25,647		7700	518	1506,62	6,17	32,6098	28,5699
21.11.2013	104,78	84,97	148,23	2066,4	8763	28	24,002	4865	242,2	0,04595	119,49	82970	314,56	35,399	65,55	304,1	277,14	1908,6	1305,5	39,092	74,31	53,32	0,5577	980,5	1083,6	61,71	168,82	0,08295	57,78	7,88		2,4092	555	279,46			425,76	0,728	25,998		7860	518	1494,07	6,2	32,7417	28,5699
22.11.2013	105,1	85,55	149,59	2084,3	8821	28,265	24,19	4876	246,66	0,04649	119,32	83504	317,99	35,38	67,15	304	280,77	1919,4	1343,8	39,299	74,48	53,06	0,5778	962,5	1082,8	63,06	168,71	0,08338	58,29	7,952		2,409	560	281			426	0,728	25,998		7535	515	1504,21	6,27	33,018	28,5699
25.11.2013	105,31	85,6	147,93	2080,2	9045	28,12	24,599	4914	244,6	0,04673	119,53	82903	314	35,056	67,5	303,8	272,15	1908	1340	39,449	72,89	54,5	0,571	974	1084,1	62,67	168,25	0,08199	58,26	8,082		2,409	548	283,96			433,16	0,711	25,8		7800	519,9	1502,41	6,37	33,018	28,5699
26.11.2013	103,02	85,16	143,28	2070,1	9012,6	27,552	23,922	4952	240,77	0,047	119,21	83900	318,05	34,959	67,45	299,9	271,6	1915,9	1369,7	39,75	72,45	53,93	0,56	967,7	1082,6	64	164,64	0,082	57,57	7,91		2,409	546	297,68			438,5	0,699	25,5		7558,6	526,7	1484,58	6,39	32,7733	28,5699
27.11.2013	102,77	85,15	142,01	2054,1	9156	27,711	23,607	4940	237,5	0,04686	119	84300	310,2	34,1	67,4	296,8	282,17	1901,1	1342	39,2	71,91	53,58	0,5635	956,3	1038,7	63,84	164,05	0,0809	57,19	7,843		2,3741	552,2	289,3			435	0,697	25,312		7770	520,2	1475,27	6,35	32,9879	28,5699
28.11.2013	102,69	85,17	142,38	2050,1	9172	27,642	23,699	4978	238,43	0,0466	118,7	84456	310,5	34,25	66,54	300,6	293	1906	1357	39,28	71,9	54,02	0,5625	966	1077	64	165,45	0,08026	58,44	7,869		2,3719	564	294,99			431,99	0,696	25,31		7900	526,8	1484,02	6,47	33,0041	28,5699
29.11.2013	103,07	84,85	143,1	2042,8	9160	27,398	23,583	4984	238,49	0,04628	117,39	84602	313,05	34,914	67	301,9	291,03	1908,7	1352	39,15	71,25	53,75	0,571	963,8	1066,4	63,9	164,98	0,07975	60,42	7,74		2,365	573	293,99			426,83	0,689	25,31		7860	527,3	1479,35	6,47	33,1332	28,5699
02.12.2013	102,36	84,61	141,51	2033,6	9127,8	27,232	23,45	5001	237,4	0,04635	115,32	84650	312,12	35,825	66,57	303,7	282,5	1878	1315,6	39,05	70,93	53,76	0,5679	951,1	1045,1	62,56	169,09	0,08007	62,69	7,706		2,365	572	305,59			428	0,687	25,55		7666,6	510	1473,56	6,46	33,1332	28,5699
03.12.2013	100,24	82,77	138,6	2000,1	8950	26,81	23,153	4982	233,52	0,0457	115	84350	309,06	35,289	65,5	298,4	265	1860	1310	38,454	71	52,08	0,5579	931,6	1030,1	60,87	169	0,07792	63,12	7,619		2,365	563,9	300			422,99	0,663	25,726		7930	519,8	1448,43	6,43	33,1482	28,5699
04.12.2013	98,95	82	136,26	1982,5	8640	27,187	23,45	4969	235,8	0,04566	114,3	84886	308,28	35,049	65,15	295,5	270,01	1844,7	1310	39,308	71	51,56	0,5542	941,1	1033	61,1	168,39	0,0825	67,46	7,464		2,335	555,7	290			409	0,722	25,515		7780	520,6	1439,36	6,33	33,246	33,13
05.12.2013	98,25	80,15	135,25	1961,1	8567	26,727	22,996	5016	232,39	0,04562	112,29	84499	305	35,123	62	299,1	264,74	1840	1310	39,577	72,53	51,58	0,5589	931,2	1042,9	61,01	165,44	0,08454	66,72	7,51		2,3585	558	283			419,5	0,733	25,51		7750	554,1	1428,71	6,29	33,2632	33,025
06.12.2013	99,9	81,09	137,48	1970	8718,9	26,9	23,102	5075	235,16	0,046	114,95	83851	317,53	35,445	63,3	301,7	267,04	1887,3	1315,1	39,541	73,5	52,54	0,5615	943,6	1070	61,3	167,78	0,0845	68,8	7,611		2,4304	561	289,93			419,98	0,74	25,963		7710	558	1448,67	6,43	33,114	32,955
09.12.2013	101	81,35	138,43	1994,6	9007,2	27,332	23,605	5088	236,01	0,04645	116,2	84997	324,83	35,029	63,03	302,1	267,49	1877,4	1363,8	39,6	72,89	52,75	0,561	951,8	1073	61,3	166,55	0,0836	72,48	7,601		2,4304	565,9	291,04			421,11	0,728	25,9		7749,5	567,1	1465,7	6,39	33,114	32,723
10.12.2013	100,16	81,15	137,61	1999,7	9040	27,248	24,17	5073	234,4	0,04655	116,39	85681	320,61	34,831	63,77	299,6	278,59	1864,5	1354,7	39,6	73,82	53,07	0,56	943,6	1065	61,25	167,89	0,08319	74,1	7,572		2,4304	556,8	290,16			418,75	0,712	26		7615,6	561	1465,93	6,47	32,7782	32,715
